10441,0
10642,1
11379,2
11472,3
12140,4
12174,5
12294,6
12719,7
13012,8
13408,9
14366,10
14885,11
14897,12
15189,13
15564,14
15817,15
15971,16
15994,17
16042,18
16357,19
16404,20
16429,21
16852,22
17473,23
17714,24
17737,25
17837,26
17932,27
18288,28
18353,29
18371,30
18587,31
19151,32
19273,33
19477,34
19562,35
19563,36
19608,37
19644,38
19703,39
19710,40
19717,41
19768,42
19779,43
19873,44
19878,45
19952,46
19964,47
19983,48
20017,49
20022,50
20047,51
20122,52
20178,53
20404,54
20450,55
20493,56
20510,57
20805,58
21634,59
21780,60
21837,61
21865,62
21871,63
22165,64
22184,65
22471,66
22515,67
22557,68
22650,69
22715,70
22823,71
22896,72
22906,73
23003,74
23559,75
23794,76
23818,77
24273,78
24491,79
24729,80
24770,81
25111,82
25459,83
25543,84
25660,85
25845,86
25878,87
26031,88
26121,89
26123,90
26151,91
26289,92
26323,93
26466,94
27615,95
sa1052903,96
sa1053018,97
sa1053075,98
sa1115496,99
sa1115752,100
sa1115778,101
sa1115890,102
sa1159677,103
sa1159681,104
sa1159899,105
sa1169595,106
sa1169598,107
sa1169610,108
sa1169620,109
sa1169773,110
sa1169792,111
sa1169803,112
sa1169818,113
sa1169919,114
sa1169950,115
sa1170003,116
sa1170010,117
sa1170288,118
sa1170316,119
sa1170451,120
sa3002758,121
sa3002836,122
sa3002846,123
sa3002851,124
sa3002860,125
sa3002862,126
sa3002866,127
sa3003219,128
sa3003222,129
sa3003274,130
sa3003280,131
sa3003288,132
sa3003316,133
sa3003326,134
sa3003347,135
sa3003350,136
sa3003430,137
sa3003959,138
sa3004048,139
sa3004060,140
sa3004065,141
sa3004142,142
sa3004146,143
sa3004147,144
sa3004160,145
sa3004263,146
sa3004382,147
sa3004383,148
sa3004518,149
sa3004691,150
sa3004722,151
sa3004780,152
sa3004819,153
sa3004884,154
sa3004885,155
sa3004934,156
sa3004942,157
sa3004972,158
sa3004978,159
sa3004979,160
sa3005037,161
sa3005081,162
sa3005082,163
sa3005103,164
sa3005131,165
sa3005240,166
sa3005482,167
sa3005486,168
sa3005488,169
sa3005500,170
sa3005504,171
sa3005507,172
sa3005511,173
sa3005515,174
sa3005524,175
sa3005538,176
sa3005541,177
sa3005551,178
sa3005554,179
sa3005568,180
sa3005570,181
sa3005579,182
sa3005581,183
sa3005598,184
sa3005602,185
sa3005603,186
sa3005607,187
sa3005613,188
sa3005625,189
sa3005628,190
sa3005630,191
sa3005712,192
sa3005716,193
sa3005729,194
sa3005744,195
sa3005750,196
sa3005759,197
sa3005775,198
sa3005781,199
sa3005784,200
sa3005788,201
sa3005898,202
sa3005904,203
sa3005911,204
sa3005916,205
sa3005924,206
sa3005942,207
sa3006192,208
sa3006201,209
sa3006218,210
sa3006594,211
sa3006621,212
sa3006664,213
sa3006667,214
sa3006715,215
sa3006787,216
sa3006856,217
sa3006860,218
sa3006867,219
sa3006869,220
sa3006872,221
sa3006876,222
sa3006887,223
sa3006888,224
sa3006889,225
sa3006894,226
sa3006897,227
sa3006903,228
sa3006909,229
sa3006910,230
sa3006912,231
sa3006927,232
sa3006936,233
sa3006937,234
sa3007010,235
sa3007022,236
sa3007028,237
sa3007031,238
sa3007034,239
sa3007047,240
sa3007054,241
sa3007078,242
sa3007288,243
sa3007299,244
sa3007301,245
sa3007511,246
sa3007640,247
sa3007742,248
sa3007743,249
sa3007750,250
sa3007828,251
sa3007870,252
sa3007871,253
sa3007874,254
sa3007943,255
sa3007973,256
sa3007975,257
sa3008003,258
sa3008005,259
sa3008032,260
sa3008079,261
sa3008080,262
sa3008107,263
sa3008113,264
sa3008181,265
sa3008267,266
sa3008272,267
sa3008280,268
sa3008294,269
sa3008297,270
sa3008365,271
sa3008469,272
sa3008742,273
sa3008744,274
sa3008745,275
sa3008746,276
sa3008747,277
sa3008751,278
sa3008752,279
sa3008756,280
sa3008757,281
sa3008759,282
sa3008761,283
sa3008762,284
sa3008765,285
sa3008767,286
sa3008768,287
sa3008771,288
sa3008772,289
sa3008775,290
sa3008784,291
sa3008785,292
sa3008787,293
sa3008808,294
sa3008826,295
sa3008835,296
sa3008836,297
sa3008842,298
sa3008845,299
sa3008851,300
sa3008865,301
sa3008867,302
sa3008877,303
sa3008888,304
sa3008890,305
sa3008901,306
sa3008905,307
sa3008916,308
sa3008929,309
sa3008937,310
sa3008938,311
sa3008941,312
sa3008942,313
sa3008944,314
sa3009191,315
sa3009276,316
sa3009289,317
sa3009299,318
sa3009324,319
sa3009538,320
sa3009539,321
sa3009542,322
sa3009808,323
sa3009834,324
sa3009845,325
sa3009870,326
sa3009878,327
sa3009884,328
sa3009889,329
sa3009957,330
sa3009965,331
sa3010008,332
sa3010009,333
sa3010017,334
sa3010023,335
sa3010024,336
sa3010025,337
sa3010029,338
sa3010030,339
sa3010035,340
sa3010037,341
sa3010042,342
sa3010043,343
sa3010151,344
sa3010153,345
sa3010155,346
sa3010159,347
sa3010170,348
sa3010269,349
sa3010272,350
sa3010278,351
sa3010279,352
sa3010327,353
sa3010337,354
sa3010342,355
sa3010389,356
sa3010390,357
sa3010395,358
sa3010401,359
sa3010599,360
sa3010636,361
sa3010692,362
sa3010695,363
sa3010700,364
sa3010702,365
sa3010703,366
sa3010706,367
sa3010710,368
sa3010720,369
sa3010845,370
sa3010868,371
sa3010870,372
sa3010876,373
sa3010886,374
sa3010889,375
sa3010899,376
sa3011204,377
sa3011227,378
sa3011256,379
sa3011257,380
sa3011264,381
sa3011267,382
sa3011308,383
sa3011309,384
sa3011329,385
sa3011330,386
sa3011413,387
sa3011414,388
sa3011445,389
sa3011469,390
sa3011471,391
sa3011501,392
sa3011540,393
sa3011587,394
sa3011628,395
sa3011644,396
sa3011656,397
sa3011717,398
sa3011754,399
sa3011768,400
sa3011821,401
sa3011857,402
sa3014420,403
sa3014424,404
sa3014427,405
sa3014434,406
sa3014436,407
sa3014440,408
sa3014441,409
sa3014445,410
sa3014448,411
sa3014449,412
sa3014452,413
sa3014454,414
sa3014458,415
sa3014460,416
sa3014461,417
sa3014464,418
sa3014465,419
sa3014473,420
sa3014479,421
sa3014484,422
sa3014485,423
sa3014489,424
sa3014490,425
sa3014494,426
sa3014496,427
sa3014499,428
sa3014503,429
sa3014506,430
sa3014507,431
sa3014511,432
sa3014516,433
sa3014521,434
sa3014522,435
sa3014524,436
sa3014525,437
sa3014527,438
sa3014528,439
sa3014530,440
sa3014531,441
sa3014537,442
sa3014544,443
sa3014546,444
sa3014547,445
sa3014549,446
sa3014679,447
sa3014681,448
sa3014682,449
sa3014683,450
sa3014687,451
sa3014688,452
sa3014689,453
sa3014690,454
sa3014692,455
sa3014695,456
sa3014696,457
sa3014697,458
sa3014701,459
sa3014707,460
sa3014710,461
sa3014711,462
sa3014715,463
sa3014717,464
sa3014718,465
sa3014816,466
sa3014817,467
sa3014823,468
sa3014827,469
sa3014830,470
sa3014834,471
sa3014837,472
sa3014838,473
sa3014840,474
sa3014884,475
sa3014891,476
sa3014934,477
sa3014935,478
sa3014937,479
sa3014941,480
sa3014948,481
sa3014986,482
sa3014987,483
sa3015015,484
sa3015051,485
sa3015057,486
sa3015062,487
sa3015071,488
sa3015076,489
sa3015090,490
sa3015107,491
sa3015127,492
sa3015137,493
sa3015168,494
sa3015170,495
sa3015172,496
sa3015178,497
sa3015179,498
sa3015182,499
sa3015187,500
sa3015190,501
sa3015191,502
sa3015193,503
sa3015197,504
sa3015199,505
sa3015202,506
sa3015204,507
sa3015205,508
sa3015233,509
sa3015239,510
sa3015364,511
sa3015376,512
sa3015407,513
sa3015514,514
sa3015517,515
sa3015518,516
sa3015527,517
sa3015534,518
sa3015535,519
sa3015543,520
sa3015548,521
sa3015551,522
sa3015553,523
sa3015558,524
sa3015564,525
sa3015572,526
sa3015582,527
sa3015587,528
sa3015588,529
sa3015589,530
sa3015593,531
sa3015595,532
sa3015596,533
sa3015598,534
sa3015600,535
sa3015607,536
sa3015610,537
sa3015612,538
sa3015626,539
sa3015634,540
sa3015641,541
sa3015647,542
sa3015648,543
sa3015649,544
sa3015650,545
sa3015652,546
sa3015654,547
sa3015656,548
sa3015660,549
sa3015670,550
sa3015671,551
sa3015677,552
sa3015679,553
sa3015682,554
sa3015685,555
sa3015691,556
sa3015693,557
sa3015694,558
sa3015696,559
sa3015698,560
sa3015702,561
sa3015704,562
sa3015705,563
sa3015708,564
sa3015709,565
sa3015712,566
sa3015714,567
sa3015716,568
sa3015722,569
sa3015727,570
sa3015734,571
sa3015736,572
sa3015738,573
sa3015745,574
sa3015747,575
sa3015754,576
sa3015761,577
sa3015763,578
sa3015765,579
sa3015766,580
sa3015767,581
sa3015770,582
sa3015778,583
sa3015781,584
sa3015782,585
sa3015786,586
sa3015788,587
sa3015789,588
sa3015790,589
sa3015791,590
sa3015792,591
sa3015793,592
sa3015796,593
sa3015797,594
sa3015798,595
sa3015800,596
sa3015805,597
sa3015809,598
sa3015810,599
sa3015811,600
sa3015812,601
sa3015815,602
sa3015817,603
sa3015818,604
sa3015819,605
sa3015821,606
sa3015822,607
sa3015826,608
sa3015832,609
sa3015838,610
sa3015841,611
sa3015843,612
sa3015844,613
sa3015846,614
sa3015847,615
sa3015849,616
sa3015851,617
sa3015856,618
sa3015857,619
sa3015859,620
sa3015863,621
sa3015867,622
sa3015869,623
sa3015871,624
sa3015873,625
sa3015874,626
sa3016076,627
sa3016081,628
sa3016092,629
sa3016097,630
sa3016122,631
sa3016148,632
sa3016154,633
sa3016155,634
sa3016156,635
sa3016164,636
sa3016170,637
sa3016307,638
sa3016314,639
sa3016319,640
sa3016341,641
sa3016540,642
sa3016541,643
sa3016543,644
sa3016639,645
sa3016717,646
sa3016719,647
sa3016722,648
sa3016778,649
sa3016818,650
sa3016819,651
sa3016820,652
sa3016826,653
sa3016830,654
sa3016834,655
sa3016859,656
sa3016861,657
sa3016869,658
sa3016872,659
sa3016916,660
sa3016918,661
sa3016920,662
sa3016922,663
sa3016927,664
sa3016950,665
sa3016951,666
sa3016953,667
sa3016955,668
sa3016957,669
sa3016959,670
sa3016961,671
sa3016964,672
sa3016966,673
sa3016967,674
sa3016969,675
sa3016970,676
sa3016971,677
sa3016973,678
sa3016975,679
sa3016976,680
sa3016999,681
sa3017017,682
sa3017018,683
sa3017019,684
sa3017021,685
sa3017040,686
sa3017044,687
sa3017045,688
sa3017047,689
sa3017048,690
sa3017050,691
sa3017051,692
sa3017073,693
sa3017079,694
sa3017080,695
sa3017081,696
sa3017082,697
sa3017109,698
sa3017110,699
sa3017111,700
sa3017113,701
sa3017114,702
sa3017118,703
sa3017120,704
sa3017121,705
sa3017123,706
sa3017154,707
sa3017158,708
sa3017164,709
sa3017165,710
sa3017170,711
sa3017172,712
sa3017173,713
sa3017178,714
sa3017179,715
sa3017181,716
sa3017183,717
sa3017184,718
sa3017214,719
sa3017215,720
sa3017221,721
sa3017282,722
sa3017284,723
sa3017286,724
sa3017287,725
sa3017290,726
sa3017293,727
sa3017294,728
sa3017295,729
sa3017296,730
sa3017326,731
sa3017327,732
sa3017329,733
sa3017332,734
sa3017337,735
sa3017339,736
sa3017342,737
sa3017343,738
sa3017370,739
sa3017371,740
sa3017372,741
sa3017376,742
sa3017394,743
sa3017395,744
sa3017396,745
sa3017403,746
sa3017405,747
